macneish,101,none,0.0029089
macneish,201,none,0.0097678
macneish,301,none,0.0204344
macneish,401,none,0.0327254
macneish,501,none,0.0532124
macneish,601,none,0.0714979
macneish,701,none,0.0974789
macneish,801,none,0.144159
macneish,901,none,0.182437
macneish,1001,none,0.226811
macneish,1101,none,0.2654
macneish,1201,none,0.283946
macneish,1301,none,0.33444
macneish,1401,none,0.436783
macneish,1501,none,0.491791
macneish,1601,none,0.50272
macneish,1701,none,0.635885
macneish,1801,none,0.640445
macneish,1901,none,0.709369
macneish,2001,none,0.875749
macneish,2101,none,0.966125
macneish,2201,none,1.06324
macneish,2301,none,1.15885
macneish,2401,none,1.14644
macneish,2501,none,1.38459
macneish,2601,none,1.50227
macneish,101,O,0.0014582
macneish,201,O,0.003596
macneish,301,O,0.0070917
macneish,401,O,0.0105685
macneish,501,O,0.0135125
macneish,601,O,0.0227591
macneish,701,O,0.0318483
macneish,801,O,0.0479542
macneish,901,O,0.0668787
macneish,1001,O,0.0789633
macneish,1101,O,0.0727347
macneish,1201,O,0.0864648
macneish,1301,O,0.104945
macneish,1401,O,0.14454
macneish,1501,O,0.163912
macneish,1601,O,0.166643
macneish,1701,O,0.217847
macneish,1801,O,0.202355
macneish,1901,O,0.225709
macneish,2001,O,0.298457
macneish,2101,O,0.336006
macneish,2201,O,0.359518
macneish,2301,O,0.393382
macneish,2401,O,0.377785
macneish,2501,O,0.50679
macneish,101,O1,0.0012969
macneish,201,O1,0.0036669
macneish,301,O1,0.0056641
macneish,401,O1,0.0093889
macneish,501,O1,0.0131156
macneish,601,O1,0.0203581
macneish,701,O1,0.0287892
macneish,801,O1,0.0439714
macneish,901,O1,0.0561536
macneish,1001,O1,0.0715141
macneish,1101,O1,0.0715607
macneish,1201,O1,0.0805618
macneish,1301,O1,0.10133
macneish,1401,O1,0.138891
macneish,1501,O1,0.154183
macneish,1601,O1,0.148974
macneish,1701,O1,0.196568
macneish,1801,O1,0.187837
macneish,1901,O1,0.209436
macneish,2001,O1,0.273085
macneish,2101,O1,0.297537
macneish,2201,O1,0.340707
macneish,2301,O1,0.368523
macneish,2401,O1,0.349672
macneish,2501,O1,0.459694
macneish,101,O2,0.0010859
macneish,201,O2,0.0037974
macneish,301,O2,0.0056016
macneish,401,O2,0.009336
macneish,501,O2,0.0131521
macneish,601,O2,0.0200327
macneish,701,O2,0.0275451
macneish,801,O2,0.040542
macneish,901,O2,0.0553109
macneish,1001,O2,0.0681702
macneish,1101,O2,0.0636513
macneish,1201,O2,0.0790077
macneish,1301,O2,0.0959649
macneish,1401,O2,0.123327
macneish,1501,O2,0.13753
macneish,1601,O2,0.142365
macneish,1701,O2,0.17994
macneish,1801,O2,0.177873
macneish,1901,O2,0.196191
macneish,2001,O2,0.240009
macneish,2101,O2,0.264388
macneish,2201,O2,0.290318
macneish,2301,O2,0.322663
macneish,2401,O2,0.334975
macneish,2501,O2,0.406085
macneish,101,O3,0.0011499
macneish,201,O3,0.0019785
macneish,301,O3,0.005674
macneish,401,O3,0.0093787
macneish,501,O3,0.013019
macneish,601,O3,0.0208733
macneish,701,O3,0.0278736
macneish,801,O3,0.0413751
macneish,901,O3,0.0554822
macneish,1001,O3,0.0692742
macneish,1101,O3,0.0632102
macneish,1201,O3,0.0772847
macneish,1301,O3,0.0934997
macneish,1401,O3,0.119712
macneish,1501,O3,0.140126
macneish,1601,O3,0.148441
macneish,1701,O3,0.183961
macneish,1801,O3,0.181305
macneish,1901,O3,0.200281
macneish,2001,O3,0.245137
macneish,2101,O3,0.271452
macneish,2201,O3,0.293821
macneish,2301,O3,0.323278
macneish,2401,O3,0.332077
macneish,2501,O3,0.407037
